"Area Jakarta Month 5","Average Area Jakarta Month 5","Area Aceh Month 7","Average Area Aceh Month 7","Area Northern Hemisphere Month 1","Average Area Northern Hemisphere Month 1","Area Southern Hemisphere Month 1","Average Area Southern Hemisphere Month 1","Area Northern Hemisphere Month 1","Average Area Northern Hemisphere Month 1","Area Southern Hemisphere Month 10","Average Area Southern Hemisphere Month 10","Area Northern Hemisphere Month 10","Average Area Northern Hemisphere Month 10","Area Southern Hemisphere Month 12","Average Area Southern Hemisphere Month 12","Area Northern Hemisphere Month 10","Average Area Northern Hemisphere Month 10","Area Northern Hemisphere Month null","Average Area Northern Hemisphere Month null"
1,"0.08",1,"0.08",2,"0.15",1,"0.08",2,"0.15",1,"0.08",2,"0.15",1,"0.08",2,"0.15",1,"0.08"
